address,asset,asset_longname,block_index,dispenser,quantity,timestamp,tx_hash,btc_amount
15GxuGNzzoygPRC4PmnH2YKVfNyiVNKn9e,DAILYSMOL,,764833,941bfca84e6979fec1908d926222c808037e8fec2d027568934348ccd8e42706,1,1669510194,3da0fd91f3fa7dfee4ee193102e4269c9f6786c9ab7d71b395ba84e549ae20c6,0.06300000
